ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City
05M197,M,1,M197,P.S. 197 JOHN B. RUSSWURM,Elementary,1,5,5,2230 5 AVENUE,NY,10037,RENARDO WRIGHT,212-690-5960,212-690-5959,"PK,0K,01,02,03,04,05,SE",MANHATTAN
84M525,M,1,M525,Democracy Preparatory 3 Charter School,Junior High-Intermediate-Middle,2,5,84,2230 5 AVENUE,NY,10037,,,,"06,SE",MANHATTAN
84X554,X,2,X554,New York City Montessori Charter School,Elementary,2,7,84,416 WILLIS AVENUE,NY,10454,,,,"0K,01,SE",BRONX
84X407,X,2,X407,BRONX CHARTER SCHOOL FOR CHILDREN,Elementary,2,7,84,388 WILLIS AVENUE,NY,10454,Kristina Jelinek,718-402-3300,718-402-3258,"0K,01,02,03,04,05",BRONX
07X025,X,2,X025,P.S. 025 BILINGUAL SCHOOL,Elementary,1,7,7,811 EAST 149 STREET,NY,10455,CARMEN TOLEDO,718-292-2995,718-292-2997,"PK,0K,01,02,03,04,05,SE",BRONX
84X395,X,2,X395,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEER",High school,2,7,84,300 East 140th Street,NY,10454,Eugene Foley,646-400-5566,718-585-4780,"09,10,11",BRONX
07X520,X,2,X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,High school,1,7,7,470 JACKSON AVENUE,NY,10455,LEBA COLLINS AUGONE,718-585-4024,718-585-4239,"09,10,11,12,SE",BRONX
75X754,X,2,X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,High school,1,7,75,470 JACKSON AVENUE,NY,10455,ELLIS SCOPE,718-993-5581,718-585-4624,"08,09,10,11,12,SE",BRONX
05M154,M,1,M154,P.S. 154 HARRIET TUBMAN,Elementary,1,5,5,250 WEST 127 STREET,NY,10027,ELIZABETH JARRETT,212-864-2400,212-864-3933,"PK,0K,01,02,03,04,05,SE",MANHATTAN
05M125,M,1,M125,P.S. 125 RALPH BUNCHE,Elementary,1,5,5,425 WEST 123 STREET,NY,10027,RAFAELA ESPINAL PACHECO,212-666-6400,212-749-1291,"PK,0K,01,02,03,04,05,SE",MANHATTAN
05M362,M,1,M362,COLUMBIA SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,5,5,425 WEST 123 STREET,NY,10027,Gary Biester,212-666-1278,212-666-3805,"06,07,08,09,SE",MANHATTAN
84M726,M,1,M726,KIPP S.T.A.R. COLLEGE PREPARATORY,Secondary School,2,5,84,425 WEST 123 STREET,NY,10027,Orpheus Williams/Natalie W*,212-991-2650,212-666-4723,"05,06,07,08,09,10,SE",MANHATTAN
05M036,M,1,M036,P.S. 036 MARGARET DOUGLAS,Elementary,1,5,5,123 MORNINGSIDE DRIVE,NY,10027,Cynthia Mullins-Simmons,212-690-5807,212-690-5811,"PK,0K,01,02,03,04,SE",MANHATTAN
07X655,X,2,X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,High school,1,7,7,455 SOUTHERN BLVD,NY,10455,JOYCE MILLS KITTRELL,718-665-0950,718-292-3164,"09,10,11,12,SE",BRONX
07X224,X,2,X224,P.S. / I.S. 224,Junior High-Intermediate-Middle,1,7,7,345 BROOK AVENUE,NY,10454,Sojourner Welch,718-665-9804,718-665-0078,"06,07,08,SE",BRONX
07X334,X,2,X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,High school,1,7,7,345 BROOK AVENUE,NY,10454,BERENA CABARCAS,718-665-4128,718-665-4547,"09,10,11,12",BRONX
07X343,X,2,X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,1,7,7,345 BROOK AVENUE,NY,10454,Vincent Gassetto,718-292-3883,718-292-4473,"06,07,08,SE",BRONX
07X049,X,2,X049,P.S. 049 WILLIS AVENUE,Elementary,1,7,7,383 EAST 139 STREET,NY,10454,LAURA GALLOWAY,718-292-4623,718-292-4568,"PK,0K,01,02,03,04,05,SE",BRONX
84X309,X,2,X309,SOUTH BRONX CHARTER SCHOOL FOR INT'L CULTURE & THE,Elementary,2,7,84,383 EAST 139 STREET,NY,10454,Evelyn Hey,718-401-9216,718-401-9219,"0K,01,02,03,04,05",BRONX
05M133,M,1,M133,P.S. 133 FRED R MOORE,Elementary,1,5,5,2121 5 AVENUE,NY,10037,SUSAN M. VAIRO,212-690-5936,212-690-5939,"PK,0K,01,02,03,04,05,SE",MANHATTAN
05M517,M,1,M517,Teachers College Community School,Elementary,1,5,5,2121 5 AVENUE,NY,10037,Jeanene Worrell Breeden,718-935-3621,,"0K,01,02,03,04,05,SE",MANHATTAN
07X179,X,2,X179,P.S. 179,Elementary,1,7,7,468 EAST 140 STREET,NY,10454,SHERRY FONT WILLIAMS,718-292-2237,718-292-3623,"PK,0K,01,02,03,04,05,SE",BRONX
07X369,X,2,X369,YOUNG LEADERS ELEMENTARY SCHOOL,Elementary,1,7,7,468 EAST 140 STREET,NY,10454,KAREN COLLINS,718-292-7391,718-292-8535,"PK,0K,01,02,03,04,05,SE",BRONX
07X030,X,2,X030,P.S. 030 WILTON,Elementary,1,7,7,510 EAST 141 STREET,NY,10454,Contact Superintendent,718-292-8817,718-292-3962,"PK,0K,01,02,03,04,05,SE",BRONX
07X493,X,2,X493,Bronx Success Academy Charter School 1,K-8,2,7,84,510 EAST 141 STREET,NY,10454,Michele Caracappa,347-286-7950,347-479-1192,"0K,01",BRONX
05M285,M,1,M285,HARLEM RENAISSANCE HIGH SCHOOL,High school,1,5,5,22 EAST 128 STREET,NY,10035,Nadav Zeimer,212-996-3795,212-996-4354,"09,10,11,12,SE",MANHATTAN
07X154,X,2,X154,P.S. 154 JONATHAN D. HYATT,Elementary,1,7,7,333 EAST 135 STREET,NY,10454,Marsha Elliott,718-292-4742,718-292-4721,"PK,0K,01,02,03,04,05,SE",BRONX
03M180,M,1,M180,P.S. 180 HUGO NEWMAN,K-8,1,3,3,370 WEST 120 STREET,NY,10027,PETER MCFARLANE,212-678-2849,212-665-1572,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
07X065,X,2,X065,P.S. 065 MOTHER HALE ACADEMY,Elementary,1,7,7,677 EAST 141 STREET,NY,10454,Jasmine Gonzalez,718-292-4628,718-292-4695,"PK,0K,01,02,03,04,05,SE",BRONX
07X491,X,2,X491,Academic Leadership Charter School,Elementary,2,7,84,677 EAST 141 STREET,NY,10454,Norma Hurwitz,718-585-4215,718-585-4837,"0K,01,02",BRONX
84M341,M,1,M341,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY II,Elementary,2,5,84,2005 MADISON AVENUE,NY,10035,Kathleen Fernald/Sheryl Ra*,917-492-1481,917-492-1576,"0K,01,02,03,04,05,06",MANHATTAN
05M469,M,1,M469,CHOIR ACADEMY OF HARLEM,Secondary School,1,5,5,2005 MADISON AVENUE,NY,10035,Dr. A. Ellen Parris,212-289-6227,212-289-4195,"06,07,08,09,10,11,12,SE",MANHATTAN
84M483,M,1,M483,New York French American Charter School,K-12 all grades,2,3,84,311 WEST 120TH STREET,NY,10027,Katrine Watkins,212-666-4134,212-666-4138,"0K,01,02",NEW YORK
03M076,M,1,M076,P.S. 076 A. PHILIP RANDOLPH,Elementary,1,3,3,220 WEST 121 STREET,NY,10027,CHARLES DEBERRY,212-678-2865,212-678-2867,"PK,0K,01,02,03,04,05,06,07,SE",MANHATTAN
84M384,M,1,M384,HARLEM SUCCESS ACADEMY 2 CHARTER SCHOOL,Elementary,2,5,84,144-176 EAST 128 STREET,NY,10035,Jim Manly,646-442-6600,212-281-4638,"0K,01,02,03,SE",MANHATTAN
05M030,M,1,M030,P.S. 030 HERNANDEZ/HUGHES,Elementary,1,5,5,144-176 EAST 128 STREET,NY,10035,Teri Stinson,212-876-1825,212-876-4034,"PK,0K,01,02,03,04,05,SE",MANHATTAN
75M138,M,1,M138,P.S. 138,K-12 all grades,1,5,75,144-176 EAST 128 STREET,NY,10035,JACQUELINE KEANE,212-369-2227,212-427-6608,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN
84X394,X,2,X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,K-8,2,7,84,170 BROWN PLACE,NY,10454,Jessica Nauiokas,718-292-7015,718-292-7823,"0K,01,02,03,SE",BRONX
03M242,M,1,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOO,Elementary,1,3,3,134 WEST 122 STREET,NY,10027,DENISE GOMEZ,212-678-2908,212-678-2927,"0K,01,02,03,04,05,SE",MANHATTAN
84M861,M,1,M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,K-8,2,3,84,134 WEST 122 STREET,NY,10027,Peter Anderson,212-678-2868,212-666-2749,"0K,01,02,03,04,05,06,07,08",MANHATTAN
84M284,M,1,M284,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY CHARTER SCH,K-12 all grades,2,5,84,35 EAST 125TH STREET,NY,10035,Tonya White/Dennis McKesey,212-368-3470,212-289-0661,"0K,01,02,03,04,05,06,07,10,11",MANHATTAN
07X043,X,2,X043,P.S. 043 JONAS BRONCK,Elementary,1,7,7,165 BROWN PLACE,NY,10454,GIOVANNA DELUCCHI,718-292-4502,718-292-4504,"PK,0K,01,02,03,04,05,SE",BRONX
03M165,M,1,M165,P.S. 165 ROBERT E. SIMON,K-8,1,3,3,234 WEST 109 STREET,NY,10025,Brett Gallini,212-678-2873,212-222-6700,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
03M862,M,1,M862,MOTT HALL II,Junior High-Intermediate-Middle,1,3,3,234 WEST 109 STREET,NY,10025,ANA DE LOS SANTOS,212-678-2960,212-222-0560,"06,07,08,SE",MANHATTAN
84M351,M,1,M351,HARLEM SUCCESS ACADEMY 1 CHARTER SCHOOL,Secondary School,2,3,84,34 WEST 118 STREET,NY,10026,Jackie Albers,646-277-7170,212-457-5659,"0K,01,02,03,04,05,SE",MANHATTAN
75M079,M,1,M079,P.S. M079 - HORAN SCHOOL,Secondary School,1,5,75,55 EAST 120 STREET,NY,10035,Greer Phillips,212-369-3134,212-996-8307,"05,06,07,08,09,10,11,12,SE",MANHATTAN
03M415,M,1,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,HERMA HALL,212-749-5800,212-749-6463,"06,07,08,09,10,11,12,SE",MANHATTAN
03M860,M,1,M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,Osei Owusu-Afriyie,212-865-9260,212-865-9281,"06,07,08,09,10,11,12,SE",MANHATTAN
84M708,M,1,M708,HARLEM DAY CHARTER SCHOOL,Elementary,2,4,84,240 EAST 123 STREET,NY,10035,Curtis Palmore,212-876-9953,212-876-9926,"0K,01,02,03,04,05",MANHATTAN
03M149,M,1,M149,P.S. 149 SOJOURNER TRUTH,K-8,1,3,3,41 WEST 117 STREET,NY,10026,Kayrol Burgess Harper,646-672-9020,646-672-9302,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
03M241,M,1,M241,P.S. 241 FAMILY ACADEMY,K-8,1,3,3,240 WEST 113 STREET,NY,10026,DIANA DIAZ,212-678-2898,212-678-2975,"0K,01,02,03,04,05,08,SE",MANHATTAN
84M279,M,1,M279,THE OPPORTUNITY CHARTER SCHOOL,Secondary School,2,3,84,240 WEST 113 STREET,NY,10026,Marya Baker,212-866-6137,212-665-7436,"06,07,08,09,10,11,12,SE",MANHATTAN
84M386,M,1,M386,HARLEM SUCCESS ACADEMY 4 CHARTER SCHOOL,Elementary,2,3,84,240 WEST 113 STREET,NY,10026,Danique Loving,646-442-6500,646-478-9493,"0K,01,02,03,SE",MANHATTAN
84M702,M,1,M702,SISULU-WALKER CHARTER SCHOOL,Elementary,2,3,84,125 WEST 115 STREET,NY,10026,Dawn Cejas,212-663-8216,212-866-5793,"0K,01,02,03,04,05",MANHATTAN
04M007,M,1,M007,P.S. 007 SAMUEL STERN,K-8,1,4,4,160 EAST 120 STREET,NY,10035,RACQUEL JONES,212-860-5827,212-860-6070,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
04M406,M,1,M406,GLOBAL TECHNOLOGY PREPARATORY,Junior High-Intermediate-Middle,1,4,4,160 EAST 120 STREET,NY,10035,CHRYSTINA RUSSELL,212-722-1395,212-722-5864,"06,07,SE",MANHATTAN
04M096,M,1,M096,P.S. 096 JOSEPH LANZETTA,K-8,1,4,4,216 EAST 120 STREET,NY,10035,NOEL RIOS,212-860-5851,212-860-6074,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
03M054,M,1,M054,J.H.S. 054 BOOKER T. WASHINGTON,Junior High-Intermediate-Middle,1,3,3,103 WEST 107 STREET,NY,10025,ELANA ELSTER,212-678-2861,212-316-0883,"06,07,08,SE",MANHATTAN
04M045,M,1,M045,J.H.S. M045 JOHN S. ROBERTS,Junior High-Intermediate-Middle,1,4,4,2351 1ST AVENUE,NY,10035,Tomasz Grabski,212-860-5838,212-860-5837,"06,07,08,SE",MANHATTAN
84M335,M,1,M335,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,Secondary School,2,4,84,2351 1ST AVENUE,NY,10035,Sam Fragomeni,646-812-9400,212-996-1626,"05,06,07,08,09,10",MANHATTAN
04M409,M,1,M409,COALITION SCHOOL FOR SOCIAL CHANGE,High school,1,2,4,2351 1ST AVENUE,NY,10035,Sheldon Young,212-831-5153,212-831-5951,"09,10,11,12,SE",MANHATTAN
03M145,M,1,M145,"P.S. 145, THE BLOOMINGDALE SCHOOL",Elementary,1,3,3,150 WEST 105 STREET,NY,10025,IVELISSE ALVAREZ,212-678-2857,212-222-4610,"PK,0K,01,02,03,04,05,SE",MANHATTAN
03M421,M,1,M421,WEST PREP ACADEMY,Junior High-Intermediate-Middle,1,3,3,150 WEST 105 STREET,NY,10025,Roberto Padilla,212-362-1674,212-362-2794,"06,07,SE",MANHATTAN
03M185,M,1,M185,P.S. 185 JOHN M. LANGSTON,Early Childhood,1,3,3,20 WEST 112 STREET,NY,10026,JANE MURPHY,212-534-7490,212-831-8613,"PK,0K,01,02,SE",MANHATTAN
84M329,M,1,M329,HARLEM LINK CHARTER SCHOOL,Elementary,2,3,84,20 WEST 112 STREET,NY,10026,Steven Evangelista/Margare*,212-289-3249,212-289-3686,"0K,01,02,03,04,05,SE",MANHATTAN
03M208,M,1,M208,P.S. 208 ALAIN L. LOCKE,Elementary,1,3,3,21 WEST 111 STREET,NY,10026,Susan M. Green,212-534-9580,212-534-8227,"03,04,05,SE",MANHATTAN
03M505,M,1,M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,High school,1,3,3,140 WEST 102 STREET,NY,10025,JEAN MCTAVISH,212-678-7300,212-678-7380,"09,10,11,12,SE",MANHATTAN
04M057,M,1,M057,JAMES WELDON JOHNSON,K-8,1,4,4,176 EAST 115 STREET,NY,10029,ISRAEL SOTO,212-860-5812,212-860-6072,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
04M037,M,1,M037,RIVER EAST ELEMENTARY,Elementary,1,4,4,508 EAST 120 STREET,NY,10035,Alison McKenzie,212-348-2208,212-289-9231,"0K,01,02,03,04,05,SE",MANHATTAN
04M206,M,1,M206,P.S. 206 JOSE CELSO BARBOSA,Elementary,1,4,4,508 EAST 120 STREET,NY,10035,MYRNA RODRIGUEZ,212-860-5809,212-860-6080,"03,04,05,SE",MANHATTAN
04M155,M,1,M155,P.S. 155 WILLIAM PACA,Elementary,1,4,4,319 EAST 117 STREET,NY,10035,LILLIAN RAIMUNDI ORTIZ,212-860-5885,212-828-3587,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M112,M,1,M112,P.S. 112 JOSE CELSO BARBOSA,Early Childhood,1,4,4,535 EAST 119 STREET,NY,10035,EILEEN REITER,212-860-5868,212-860-6077,"PK,0K,01,02,SE",MANHATTAN
04M375,M,1,M375,MOSAIC PREPARATORY ACADEMY,Elementary,1,4,4,141 EAST 111 STREET,NY,10029,LISETTE CAESAR,212-722-3109,212-722-3167,"PK,0K,01,02,03,04,05,SE",MANHATTAN
84M385,M,1,M385,HARLEM SUCCESS ACADEMY 3 CHARTER SCHOOL,Early Childhood,2,4,84,141 EAST 111 STREET,NY,10029,Emily Rodriguez,646-747-6700,646-478-9492,"0K,01,02,03,SE",MANHATTAN
03M075,M,1,M075,P.S. 075 EMILY DICKINSON,Elementary,1,3,3,735 WEST END AVENUE,NY,10025,Robert O'Brien,212-866-5400,212-678-2878,"0K,01,02,03,04,05,SE",MANHATTAN
03M250,M,1,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,3,3,735 WEST END AVENUE,NY,10025,JEANNE ROTUNDA,212-866-6313,212-678-5295,"06,07,08,SE",MANHATTAN
04M108,M,1,M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL C,K-8,1,4,4,1615 MADISON AVENUE,NY,10029,LOURDES ARROYO,212-860-5803,212-860-6095,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
04M102,M,1,M102,P.S. 102 JACQUES CARTIER,Elementary,1,4,4,315 EAST 113 STREET,NY,10029,SANDRA GITTENS,212-860-5834,212-860-6076,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M435,M,1,M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,High school,1,4,4,260 PLEASANT AVENUE,NY,10029,JOSE DAVID JIMENEZ,212-876-4639,212-996-5946,"09,10,11,12,SE",MANHATTAN
04M825,M,1,M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,Junior High-Intermediate-Middle,1,4,4,260 PLEASANT AVENUE,NY,10029,LISA NELSON,212-860-6006,212-987-4197,"06,07,08,SE",MANHATTAN
03M163,M,1,M163,P.S. 163 ALFRED E. SMITH,Elementary,1,3,3,163 WEST  97 STREET,NY,10025,VIRGINIA PEPE,212-678-2854,212-678-2856,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M013,M,1,M013,J.H.S. 013 JACKIE ROBINSON,Junior High-Intermediate-Middle,1,4,4,1573 MADISON AVENUE,NY,10029,JACOB MICHELMAN,212-860-8935,212-860-5933,"06,07,08,SE",MANHATTAN
04M497,M,1,M497,CENTRAL PARK EAST I,Elementary,1,4,4,1573 MADISON AVENUE,NY,10029,Julie Zuckerman,212-860-5821,212-860-6017,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M555,M,1,M555,CENTRAL PARK EAST HIGH SCHOOL,High school,1,4,4,1573 MADISON AVENUE,NY,10029,BENNETT LIEBERMAN,212-860-5929,212-860-2938,"09,10,11,12,SE",MANHATTAN
84M518,M,1,M518,East Harlem Scholars Academy Charter School,Elementary,2,4,84,1573 MADISON AVENUE,NY,10029,,,,"0K,01,SE",MANHATTAN
04M083,M,1,M083,P.S. 083 LUIS MUNOZ RIVERA,Elementary,1,4,4,219 EAST 109 STREET,NY,10029,FRANCES CASTILLO,212-860-5847,212-860-6073,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M182,M,1,M182,THE BILINGUAL BICULTURAL SCHOOL,Elementary,1,4,4,219 EAST 109 STREET,NY,10029,ANDREA HERNANDEZ,212-860-6031,212-860-4536,"0K,01,02,03,04,05",MANHATTAN
04M012,M,1,M012,TAG YOUNG SCHOLARS,K-8,1,4,4,240 EAST 109 STREET,NY,10029,JANETTE CESAR,212-860-6003,212-831-1842,"0K,01,02,03,04,05,06,07,08",MANHATTAN
04M372,M,1,M372,ESPERANZA PREPATORY ACADEMY,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,Alex Estrella,212-722-6507,212-722-6717,"06,07,08,SE",MANHATTAN
04M381,M,1,M381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,LUIS GENAO,212-289-4204,212-289-4301,"06,07,08,SE",MANHATTAN
84M704,M,1,M704,HARBOR SCIENCES AND ARTS CHARTER SCHOOL,K-8,2,4,84,1 EAST 104 STREET,NY,10029,Joanne Hunt,212-427-2244,212-360-7429,"01,02,03,04,05,06,07,08,SE",MANHATTAN
04M610,M,1,M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,Secondary School,1,4,4,105 EAST 106 STREET,NY,10029,ALTHEA BRADSHAW-TYSON,212-289-7593,212-289-7728,"06,07,08,09,10,11,12",MANHATTAN
25Q193,Q,4,Q193,P.S. 193 ALFRED J. KENNEDY,Elementary,1,25,25,152-20 11 AVENUE,NY,11357,Joyce E. Bush,718-767-8810,718-746-7617,"PK,0K,01,02,03,04,05,SE",QUEENS
04M171,M,1,M171,P.S. 171 PATRICK HENRY,K-8,1,4,4,19 EAST 103 STREET,NY,10029,DIMITRES PANTELIDIS,212-860-5801,212-860-6079,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
04M964,M,1,M964,CENTRAL PARK EAST II,Elementary,1,4,4,19 EAST 103 STREET,NY,10029,NAOMI SMITH,212-860-5992,212-410-6041,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M680,M,1,M680,"HERITAGE SCHOOL, THE",High school,1,4,4,1680 LEXINGTON AVENUE,NY,10029,LUIS ALBERTO DUANY,212-828-2858,212-828-2861,"09,10,11,12,SE",MANHATTAN
03M256,M,1,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Junior High-Intermediate-Middle,1,3,3,154 WEST  93 STREET,NY,10025,Jeffrey S. Perl,212-222-2857,212-531-0586,"06,07,08,SE",MANHATTAN
03M258,M,1,M258,M.S. 258 COMMUNITY ACTION SCHOOL,Junior High-Intermediate-Middle,1,3,3,154 WEST  93 STREET,NY,10025,JOHN CURRY,212-678-5888,212-961-1613,"06,07,08,SE",MANHATTAN
03M333,M,1,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,K-8,1,3,3,154 WEST  93 STREET,NY,10025,SUSAN RAPPAPORT,212-222-1450,212-222-1828,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
84M705,M,1,M705,AMBER CHARTER SCHOOL,Elementary,2,4,84,220 EAST 106 STREET,NY,10029,Vasthi Acosta,212-534-9667,212-534-6225,"0K,01,02,03,04,05",MANHATTAN
04M072,M,1,M072,P.S. 072,Elementary,1,4,4,131 EAST 104 STREET,NY,10029,Antonio Hernandez,212-860-5831,212-860-6094,"PK,0K,01,02,03,04,05,SE",MANHATTAN
25Q129,Q,4,Q129,P.S. 129 PATRICIA LARKIN,Elementary,1,25,25,128-02 7 AVENUE,NY,11356,MARILYN ALESI,718-353-3150,718-321-2476,"PK,0K,01,02,03,04,05,SE",QUEENS
04M495,M,1,M495,PARK EAST HIGH SCHOOL,High school,1,4,4,230-34 EAST 105 STREET,NY,10029,KEVIN MCCARTHY,212-831-1517,212-348-6097,"09,10,11,12,SE",MANHATTAN
03M084,M,1,M084,P.S. 084 LILLIAN WEBER,Elementary,1,3,3,32 WEST  92 STREET,NY,10025,ROBIN SUNDICK,212-799-2534,212-501-9071,"PK,0K,01,02,03,04,05,SE",MANHATTAN
03M247,M,1,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,3,3,32 WEST  92 STREET,NY,10025,CLAUDIA AGUIRRE,212-799-2653,212-579-2407,"06,07,08,SE",MANHATTAN
04M146,M,1,M146,P.S. 146 ANN M. SHORT,Elementary,1,4,4,421 EAST 106 STREET,NY,10029,MONA SILFEN,212-860-5877,212-860-6078,"PK,0K,01,02,03,04,05,SE",MANHATTAN
04M038,M,1,M038,P.S. 38 ROBERTO CLEMENTE,Elementary,1,4,4,232 EAST 103 STREET,NY,10029,NORMA CARABALLO,212-860-5882,212-860-6093,"PK,0K,01,02,03,04,05,SE",MANHATTAN
84M382,M,1,M382,DREAM CHARTER SCHOOL,Early Childhood,2,4,84,232 EAST 103 STREET,NY,10029,Eve Colavito,212-722-0232,212-348-5979,"0K,01,02,03,SE",MANHATTAN
03M166,M,1,M166,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,Elementary,1,3,3,132 WEST  89 STREET,NY,10024,Debbie J. Hand,212-678-2829,212-579-4542,"0K,01,02,03,04,05,SE",MANHATTAN
75M811,M,1,M811,P.S. M811 - MICKEY MANTLE SCHOOL,K-8,1,3,75,466 WEST END AVENUE,NY,10024,BARRY DAUB,212-579-3788,212-579-3879,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
25Q079,Q,4,Q079,P.S. 079 FRANCIS LEWIS,Elementary,1,25,25,147-27 15 DRIVE,NY,11357,PAULA MARRON,718-746-0396,718-746-3103,"PK,0K,01,02,03,04,05,SE",QUEENS
04M224,M,1,M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMIC,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,Liliana Sarro,212-860-6047,212-410-0678,"06,07,08,SE",MANHATTAN
04M377,M,1,M377,RENAISSANCE SCHOOL OF THE ARTS,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,TAMMY PATE,212-369-1564,212-369-1693,"06,07,08,SE",MANHATTAN
03M470,M,1,M470,LOUIS D. BRANDEIS HIGH SCHOOL,High school,1,3,3,145 WEST  84 STREET,NY,10024,Arleen Liquori,917-441-5600,212-877-1959,"09,10,11,12,SE",MANHATTAN
04M635,M,1,M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,1,4,4,410 EAST 100 STREET,NY,10029,IRMA GARCEAU,212-860-5854,212-860-6008,"09,10,11,12,SE",MANHATTAN
03M402,M,1,M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,High school,1,3,3,145 WEST  84 STREET,NY,10024,Alexandra Rathmann-Noonan,212-787-1189,212-787-1455,"09,10,SE",MANHATTAN
03M403,M,1,M403,THE GLOBAL LEARNING COLLABORATIVE,High school,1,3,3,145 WEST  84 STREET,NY,10024,JENNIFER ZINN,212-918-1983,212-877-1138,"09,10,SE",MANHATTAN
03M404,M,1,M404,INNOVATION DIPLOMA PLUS,High school,1,3,3,145 WEST  84 STREET,NY,10024,CASEY JONES,212-724-2039,212-724-2765,"09,10,11,12,SE",MANHATTAN
03M417,M,1,M417,FRANK McCOURT HIGH SCHOOL,High school,1,3,3,145 WEST  84 STREET,NY,10024,Danielle Salzberg,212-362-2015,212-362-5926,"09,SE",MANHATTAN
04M433,M,1,M433,Renaissance Charter High School for Innovation,High school,2,4,84,410 EAST 100 STREET,NY,10029,Nicholas Tishuk,212-722-5871,646-430-8555,"09,10",MANHATTAN
84M523,M,1,M523,Upper West Success Academy Charter School,Elementary,2,3,64,145 WEST  84 STREET,NY,10024,,,,"0K,01,SE",MANHATTAN
03M009,M,1,M009,P.S. 009 SARAH ANDERSON,Elementary,1,3,3,100 WEST  84 STREET,NY,10024,DIANE BRADY,212-678-2812,212-873-4681,"PK,0K,01,02,03,04,05,SE",MANHATTAN
03M243,M,1,M243,M.S. 243 CENTER SCHOOL,Junior High-Intermediate-Middle,1,3,3,100 WEST  84 STREET,NY,10024,ELAINE SCHWARTZ,212-799-1477,212-579-9728,"05,06,07,08,SE",MANHATTAN
04M050,M,1,M050,P.S. 050 VITO MARCANTONIO,K-8,1,4,4,433 EAST 100 STREET,NY,10029,Cynthia Rochez,212-860-5976,212-860-6071,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
